date,location,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,total_deaths_per_million,people_vaccinated,people_fully_vaccinated,population
2020-02-24,Afghanistan,5.0,5.0,0.0,0.0,0.126,0.0,0.0,0.0,39835428.0
2020-02-25,Afghanistan,5.0,0.0,0.0,0.0,0.126,0.0,0.0,0.0,39835428.0
2020-02-26,Afghanistan,5.0,0.0,0.0,0.0,0.126,0.0,0.0,0.0,39835428.0
2020-02-27,Afghanistan,5.0,0.0,0.0,0.0,0.126,0.0,0.0,0.0,39835428.0
2020-02-28,Afghanistan,5.0,0.0,0.0,0.0,0.126,0.0,0.0,0.0,39835428.0
2020-02-29,Afghanistan,5.0,0.0,0.0,0.0,0.126,0.0,0.0,0.0,39835428.0
2020-03-01,Afghanistan,5.0,0.0,0.0,0.0,0.126,0.0,0.0,0.0,39835428.0
2020-03-02,Afghanistan,5.0,0.0,0.0,0.0,0.126,0.0,0.0,0.0,39835428.0
2020-03-03,Afghanistan,5.0,0.0,0.0,0.0,0.126,0.0,0.0,0.0,39835428.0
2020-03-04,Afghanistan,5.0,0.0,0.0,0.0,0.126,0.0,0.0,0.0,39835428.0
2020-03-05,Afghanistan,5.0,0.0,0.0,0.0,0.126,0.0,0.0,0.0,39835428.0
2020-03-06,Afghanistan,5.0,0.0,0.0,0.0,0.126,0.0,0.0,0.0,39835428.0
2020-03-07,Afghanistan,8.0,3.0,0.0,0.0,0.201,0.0,0.0,0.0,39835428.0
2020-03-08,Afghanistan,8.0,0.0,0.0,0.0,0.201,0.0,0.0,0.0,39835428.0
2020-03-09,Afghanistan,8.0,0.0,0.0,0.0,0.201,0.0,0.0,0.0,39835428.0
2020-03-10,Afghanistan,8.0,0.0,0.0,0.0,0.201,0.0,0.0,0.0,39835428.0
2020-03-11,Afghanistan,11.0,3.0,0.0,0.0,0.276,0.0,0.0,0.0,39835428.0
2020-03-12,Afghanistan,11.0,0.0,0.0,0.0,0.276,0.0,0.0,0.0,39835428.0
2020-03-13,Afghanistan,11.0,0.0,0.0,0.0,0.276,0.0,0.0,0.0,39835428.0
2020-03-14,Afghanistan,14.0,3.0,0.0,0.0,0.351,0.0,0.0,0.0,39835428.0
2020-03-15,Afghanistan,20.0,6.0,0.0,0.0,0.502,0.0,0.0,0.0,39835428.0
2020-03-16,Afghanistan,25.0,5.0,0.0,0.0,0.628,0.0,0.0,0.0,39835428.0
2020-03-17,Afghanistan,26.0,1.0,0.0,0.0,0.653,0.0,0.0,0.0,39835428.0
2020-03-18,Afghanistan,26.0,0.0,0.0,0.0,0.653,0.0,0.0,0.0,39835428.0
2020-03-19,Afghanistan,26.0,0.0,0.0,0.0,0.653,0.0,0.0,0.0,39835428.0
2020-03-20,Afghanistan,24.0,0.0,0.0,0.0,0.602,0.0,0.0,0.0,39835428.0
2020-03-21,Afghanistan,24.0,0.0,0.0,0.0,0.602,0.0,0.0,0.0,39835428.0
2020-03-22,Afghanistan,34.0,10.0,0.0,0.0,0.854,0.0,0.0,0.0,39835428.0
2020-03-23,Afghanistan,40.0,6.0,1.0,1.0,1.004,0.025,0.0,0.0,39835428.0
2020-03-24,Afghanistan,42.0,2.0,1.0,0.0,1.054,0.025,0.0,0.0,39835428.0
2020-03-25,Afghanistan,74.0,32.0,1.0,0.0,1.858,0.025,0.0,0.0,39835428.0
2020-03-26,Afghanistan,80.0,6.0,2.0,1.0,2.008,0.05,0.0,0.0,39835428.0
2020-03-27,Afghanistan,91.0,11.0,2.0,0.0,2.284,0.05,0.0,0.0,39835428.0
2020-03-28,Afghanistan,106.0,15.0,2.0,0.0,2.661,0.05,0.0,0.0,39835428.0
2020-03-29,Afghanistan,114.0,8.0,4.0,2.0,2.862,0.1,0.0,0.0,39835428.0
2020-03-30,Afghanistan,114.0,0.0,4.0,0.0,2.862,0.1,0.0,0.0,39835428.0
2020-03-31,Afghanistan,166.0,52.0,4.0,0.0,4.167,0.1,0.0,0.0,39835428.0
2020-04-01,Afghanistan,192.0,26.0,4.0,0.0,4.82,0.1,0.0,0.0,39835428.0
2020-04-02,Afghanistan,235.0,43.0,4.0,0.0,5.899,0.1,0.0,0.0,39835428.0
2020-04-03,Afghanistan,269.0,34.0,5.0,1.0,6.753,0.126,0.0,0.0,39835428.0
2020-04-04,Afghanistan,270.0,1.0,5.0,0.0,6.778,0.126,0.0,0.0,39835428.0
2020-04-05,Afghanistan,299.0,29.0,7.0,2.0,7.506,0.176,0.0,0.0,39835428.0
2020-04-06,Afghanistan,337.0,38.0,7.0,0.0,8.46,0.176,0.0,0.0,39835428.0
2020-04-07,Afghanistan,367.0,30.0,11.0,4.0,9.213,0.276,0.0,0.0,39835428.0
2020-04-08,Afghanistan,423.0,56.0,14.0,3.0,10.619,0.351,0.0,0.0,39835428.0
2020-04-09,Afghanistan,444.0,21.0,15.0,1.0,11.146,0.377,0.0,0.0,39835428.0
2020-04-10,Afghanistan,521.0,77.0,15.0,0.0,13.079,0.377,0.0,0.0,39835428.0
2020-04-11,Afghanistan,521.0,0.0,15.0,0.0,13.079,0.377,0.0,0.0,39835428.0
2020-04-12,Afghanistan,555.0,34.0,18.0,3.0,13.932,0.452,0.0,0.0,39835428.0
2020-04-13,Afghanistan,607.0,52.0,19.0,1.0,15.238,0.477,0.0,0.0,39835428.0
2020-04-14,Afghanistan,665.0,58.0,22.0,3.0,16.694,0.552,0.0,0.0,39835428.0
2020-04-15,Afghanistan,770.0,105.0,25.0,3.0,19.33,0.628,0.0,0.0,39835428.0
2020-04-16,Afghanistan,794.0,24.0,29.0,4.0,19.932,0.728,0.0,0.0,39835428.0
2020-04-17,Afghanistan,845.0,51.0,30.0,1.0,21.212,0.753,0.0,0.0,39835428.0
2020-04-18,Afghanistan,908.0,63.0,30.0,0.0,22.794,0.753,0.0,0.0,39835428.0
2020-04-19,Afghanistan,933.0,25.0,30.0,0.0,23.421,0.753,0.0,0.0,39835428.0
2020-04-20,Afghanistan,996.0,63.0,33.0,3.0,25.003,0.828,0.0,0.0,39835428.0
2020-04-21,Afghanistan,1026.0,30.0,36.0,3.0,25.756,0.904,0.0,0.0,39835428.0
2020-04-22,Afghanistan,1092.0,66.0,36.0,0.0,27.413,0.904,0.0,0.0,39835428.0
2020-04-23,Afghanistan,1176.0,84.0,40.0,4.0,29.521,1.004,0.0,0.0,39835428.0
2020-04-24,Afghanistan,1226.0,50.0,40.0,0.0,30.777,1.004,0.0,0.0,39835428.0
2020-04-25,Afghanistan,1330.0,104.0,43.0,3.0,33.387,1.079,0.0,0.0,39835428.0
2020-04-26,Afghanistan,1463.0,133.0,49.0,6.0,36.726,1.23,0.0,0.0,39835428.0
2020-04-27,Afghanistan,1531.0,68.0,50.0,1.0,38.433,1.255,0.0,0.0,39835428.0
2020-04-28,Afghanistan,1703.0,172.0,60.0,10.0,42.751,1.506,0.0,0.0,39835428.0
2020-04-29,Afghanistan,1827.0,124.0,60.0,0.0,45.864,1.506,0.0,0.0,39835428.0
2020-04-30,Afghanistan,1827.0,0.0,60.0,0.0,45.864,1.506,0.0,0.0,39835428.0
2020-05-01,Afghanistan,2171.0,344.0,64.0,4.0,54.499,1.607,0.0,0.0,39835428.0
2020-05-02,Afghanistan,2469.0,298.0,72.0,8.0,61.98,1.807,0.0,0.0,39835428.0
2020-05-03,Afghanistan,2469.0,0.0,72.0,0.0,61.98,1.807,0.0,0.0,39835428.0
2020-05-04,Afghanistan,2469.0,0.0,72.0,0.0,61.98,1.807,0.0,0.0,39835428.0
2020-05-05,Afghanistan,2469.0,0.0,72.0,0.0,61.98,1.807,0.0,0.0,39835428.0
2020-05-06,Afghanistan,3224.0,755.0,95.0,23.0,80.933,2.385,0.0,0.0,39835428.0
2020-05-07,Afghanistan,3392.0,168.0,104.0,9.0,85.15,2.611,0.0,0.0,39835428.0
2020-05-08,Afghanistan,3563.0,171.0,105.0,1.0,89.443,2.636,0.0,0.0,39835428.0
2020-05-09,Afghanistan,3563.0,0.0,105.0,0.0,89.443,2.636,0.0,0.0,39835428.0
2020-05-10,Afghanistan,4402.0,839.0,119.0,14.0,110.505,2.987,0.0,0.0,39835428.0
2020-05-11,Afghanistan,4664.0,262.0,120.0,1.0,117.082,3.012,0.0,0.0,39835428.0
2020-05-12,Afghanistan,4967.0,303.0,127.0,7.0,124.688,3.188,0.0,0.0,39835428.0
2020-05-13,Afghanistan,4967.0,0.0,127.0,0.0,124.688,3.188,0.0,0.0,39835428.0
2020-05-14,Afghanistan,5339.0,372.0,136.0,9.0,134.026,3.414,0.0,0.0,39835428.0
2020-05-15,Afghanistan,6053.0,714.0,153.0,17.0,151.95,3.841,0.0,0.0,39835428.0
2020-05-16,Afghanistan,6402.0,349.0,168.0,15.0,160.711,4.217,0.0,0.0,39835428.0
2020-05-17,Afghanistan,6635.0,233.0,169.0,1.0,166.56,4.242,0.0,0.0,39835428.0
2020-05-18,Afghanistan,7072.0,437.0,173.0,4.0,177.53,4.343,0.0,0.0,39835428.0
2020-05-19,Afghanistan,7655.0,583.0,177.0,4.0,192.166,4.443,0.0,0.0,39835428.0
2020-05-20,Afghanistan,8145.0,490.0,187.0,10.0,204.466,4.694,0.0,0.0,39835428.0
2020-05-21,Afghanistan,8676.0,531.0,193.0,6.0,217.796,4.845,0.0,0.0,39835428.0
2020-05-22,Afghanistan,9216.0,540.0,205.0,12.0,231.352,5.146,0.0,0.0,39835428.0
2020-05-23,Afghanistan,9952.0,736.0,215.0,10.0,249.828,5.397,0.0,0.0,39835428.0
2020-05-24,Afghanistan,10668.0,716.0,222.0,7.0,267.802,5.573,0.0,0.0,39835428.0
2020-05-25,Afghanistan,11180.0,512.0,223.0,1.0,280.655,5.598,0.0,0.0,39835428.0
2020-05-26,Afghanistan,11917.0,737.0,224.0,1.0,299.156,5.623,0.0,0.0,39835428.0
2020-05-27,Afghanistan,12465.0,548.0,230.0,6.0,312.912,5.774,0.0,0.0,39835428.0
2020-05-28,Afghanistan,13102.0,637.0,239.0,9.0,328.903,6.0,0.0,0.0,39835428.0
2020-05-29,Afghanistan,13745.0,643.0,250.0,11.0,345.045,6.276,0.0,0.0,39835428.0
2020-05-30,Afghanistan,14529.0,784.0,252.0,2.0,364.726,6.326,0.0,0.0,39835428.0
2020-05-31,Afghanistan,15180.0,651.0,254.0,2.0,381.068,6.376,0.0,0.0,39835428.0
2020-06-01,Afghanistan,15836.0,656.0,269.0,15.0,397.536,6.753,0.0,0.0,39835428.0
2020-06-02,Afghanistan,16578.0,742.0,274.0,5.0,416.162,6.878,0.0,0.0,39835428.0
2020-06-03,Afghanistan,17353.0,775.0,298.0,24.0,435.617,7.481,0.0,0.0,39835428.0
2020-06-04,Afghanistan,17977.0,624.0,303.0,5.0,451.282,7.606,0.0,0.0,39835428.0
2020-06-05,Afghanistan,19055.0,1078.0,313.0,10.0,478.343,7.857,0.0,0.0,39835428.0
2020-06-06,Afghanistan,19637.0,582.0,331.0,18.0,492.953,8.309,0.0,0.0,39835428.0
2020-06-07,Afghanistan,20428.0,791.0,361.0,30.0,512.81,9.062,0.0,0.0,39835428.0
2020-06-08,Afghanistan,21003.0,575.0,373.0,12.0,527.244,9.364,0.0,0.0,39835428.0
2020-06-09,Afghanistan,21308.0,305.0,380.0,7.0,534.901,9.539,0.0,0.0,39835428.0
2020-06-10,Afghanistan,22228.0,920.0,409.0,29.0,557.996,10.267,0.0,0.0,39835428.0
2020-06-11,Afghanistan,22976.0,748.0,430.0,21.0,576.773,10.794,0.0,0.0,39835428.0
2020-06-12,Afghanistan,23632.0,656.0,450.0,20.0,593.241,11.296,0.0,0.0,39835428.0
2020-06-13,Afghanistan,24188.0,556.0,455.0,5.0,607.198,11.422,0.0,0.0,39835428.0
2020-06-14,Afghanistan,24852.0,664.0,475.0,20.0,623.867,11.924,0.0,0.0,39835428.0
2020-06-15,Afghanistan,25613.0,761.0,480.0,5.0,642.97,12.05,0.0,0.0,39835428.0
2020-06-16,Afghanistan,25719.0,106.0,488.0,8.0,645.631,12.25,0.0,0.0,39835428.0
2020-06-17,Afghanistan,26960.0,1241.0,508.0,20.0,676.784,12.752,0.0,0.0,39835428.0
2020-06-18,Afghanistan,27423.0,463.0,550.0,42.0,688.407,13.807,0.0,0.0,39835428.0
2020-06-19,Afghanistan,27964.0,541.0,552.0,2.0,701.988,13.857,0.0,0.0,39835428.0
2020-06-20,Afghanistan,28383.0,419.0,552.0,0.0,712.506,13.857,0.0,0.0,39835428.0
2020-06-21,Afghanistan,28919.0,536.0,585.0,33.0,725.962,14.685,0.0,0.0,39835428.0
2020-06-22,Afghanistan,29229.0,310.0,602.0,17.0,733.744,15.112,0.0,0.0,39835428.0
2020-06-23,Afghanistan,29567.0,338.0,622.0,20.0,742.229,15.614,0.0,0.0,39835428.0
2020-06-24,Afghanistan,29726.0,159.0,643.0,21.0,746.22,16.141,0.0,0.0,39835428.0
2020-06-25,Afghanistan,30261.0,535.0,679.0,36.0,759.65,17.045,0.0,0.0,39835428.0
2020-06-26,Afghanistan,30346.0,85.0,684.0,5.0,761.784,17.171,0.0,0.0,39835428.0
2020-06-27,Afghanistan,30702.0,356.0,707.0,23.0,770.721,17.748,0.0,0.0,39835428.0
2020-06-28,Afghanistan,31053.0,351.0,733.0,26.0,779.532,18.401,0.0,0.0,39835428.0
2020-06-29,Afghanistan,31324.0,271.0,737.0,4.0,786.335,18.501,0.0,0.0,39835428.0
2020-06-30,Afghanistan,31445.0,121.0,739.0,2.0,789.373,18.551,0.0,0.0,39835428.0
2020-07-01,Afghanistan,31848.0,403.0,778.0,39.0,799.489,19.53,0.0,0.0,39835428.0
2020-07-02,Afghanistan,32108.0,260.0,811.0,33.0,806.016,20.359,0.0,0.0,39835428.0
2020-07-03,Afghanistan,32410.0,302.0,823.0,12.0,813.597,20.66,0.0,0.0,39835428.0
2020-07-04,Afghanistan,32758.0,348.0,830.0,7.0,822.333,20.836,0.0,0.0,39835428.0
2020-07-05,Afghanistan,33037.0,279.0,868.0,38.0,829.337,21.79,0.0,0.0,39835428.0
2020-07-06,Afghanistan,33150.0,113.0,891.0,23.0,832.174,22.367,0.0,0.0,39835428.0
2020-07-07,Afghanistan,33470.0,320.0,924.0,33.0,840.207,23.195,0.0,0.0,39835428.0
2020-07-08,Afghanistan,33680.0,210.0,940.0,16.0,845.479,23.597,0.0,0.0,39835428.0
2020-07-09,Afghanistan,33739.0,59.0,941.0,1.0,846.96,23.622,0.0,0.0,39835428.0
2020-07-10,Afghanistan,34280.0,541.0,975.0,34.0,860.541,24.476,0.0,0.0,39835428.0
2020-07-11,Afghanistan,34437.0,157.0,979.0,4.0,864.482,24.576,0.0,0.0,39835428.0
2020-07-12,Afghanistan,34537.0,100.0,1014.0,35.0,866.992,25.455,0.0,0.0,39835428.0
2020-07-13,Afghanistan,34541.0,4.0,1016.0,2.0,867.092,25.505,0.0,0.0,39835428.0
2020-07-14,Afghanistan,34826.0,285.0,1049.0,33.0,874.247,26.333,0.0,0.0,39835428.0
2020-07-15,Afghanistan,35026.0,200.0,1098.0,49.0,879.268,27.563,0.0,0.0,39835428.0
2020-07-16,Afghanistan,35156.0,130.0,1117.0,19.0,882.531,28.04,0.0,0.0,39835428.0
2020-07-17,Afghanistan,35315.0,159.0,1151.0,34.0,886.522,28.894,0.0,0.0,39835428.0
2020-07-18,Afghanistan,35375.0,60.0,1151.0,0.0,888.029,28.894,0.0,0.0,39835428.0
2020-07-19,Afghanistan,35561.0,186.0,1185.0,34.0,892.698,29.747,0.0,0.0,39835428.0
2020-07-20,Afghanistan,35595.0,34.0,1187.0,2.0,893.551,29.798,0.0,0.0,39835428.0
2020-07-21,Afghanistan,35701.0,106.0,1188.0,1.0,896.212,29.823,0.0,0.0,39835428.0
2020-07-22,Afghanistan,35813.0,112.0,1194.0,6.0,899.024,29.973,0.0,0.0,39835428.0
2020-07-23,Afghanistan,36001.0,188.0,1215.0,21.0,903.743,30.5,0.0,0.0,39835428.0
2020-07-24,Afghanistan,36067.0,66.0,1229.0,14.0,905.4,30.852,0.0,0.0,39835428.0
2020-07-25,Afghanistan,36122.0,55.0,1250.0,21.0,906.781,31.379,0.0,0.0,39835428.0
2020-07-26,Afghanistan,36243.0,121.0,1263.0,13.0,909.818,31.705,0.0,0.0,39835428.0
2020-07-27,Afghanistan,36349.0,106.0,1273.0,10.0,912.479,31.956,0.0,0.0,39835428.0
2020-07-28,Afghanistan,36454.0,105.0,1274.0,1.0,915.115,31.982,0.0,0.0,39835428.0
2020-07-29,Afghanistan,36557.0,103.0,1275.0,1.0,917.701,32.007,0.0,0.0,39835428.0
2020-07-30,Afghanistan,36628.0,71.0,1275.0,0.0,919.483,32.007,0.0,0.0,39835428.0
2020-07-31,Afghanistan,36628.0,0.0,1275.0,0.0,919.483,32.007,0.0,0.0,39835428.0
2020-08-01,Afghanistan,36796.0,168.0,1287.0,12.0,923.7,32.308,0.0,0.0,39835428.0
2020-08-02,Afghanistan,36796.0,0.0,1287.0,0.0,923.7,32.308,0.0,0.0,39835428.0
2020-08-03,Afghanistan,36796.0,0.0,1287.0,0.0,923.7,32.308,0.0,0.0,39835428.0
2020-08-04,Afghanistan,36833.0,37.0,1292.0,5.0,924.629,32.433,0.0,0.0,39835428.0
2020-08-05,Afghanistan,36915.0,82.0,1298.0,6.0,926.688,32.584,0.0,0.0,39835428.0
2020-08-06,Afghanistan,36982.0,67.0,1302.0,4.0,928.37,32.684,0.0,0.0,39835428.0
2020-08-07,Afghanistan,37023.0,41.0,1302.0,0.0,929.399,32.684,0.0,0.0,39835428.0
2020-08-08,Afghanistan,37101.0,78.0,1311.0,9.0,931.357,32.91,0.0,0.0,39835428.0
2020-08-09,Afghanistan,37140.0,39.0,1316.0,5.0,932.336,33.036,0.0,0.0,39835428.0
2020-08-10,Afghanistan,37140.0,0.0,1316.0,0.0,932.336,33.036,0.0,0.0,39835428.0
2020-08-11,Afghanistan,37355.0,215.0,1348.0,32.0,937.733,33.839,0.0,0.0,39835428.0
2020-08-12,Afghanistan,37431.0,76.0,1358.0,10.0,939.641,34.09,0.0,0.0,39835428.0
2020-08-13,Afghanistan,37510.0,79.0,1367.0,9.0,941.624,34.316,0.0,0.0,39835428.0
2020-08-14,Afghanistan,37517.0,7.0,1367.0,0.0,941.8,34.316,0.0,0.0,39835428.0
2020-08-15,Afghanistan,37637.0,120.0,1374.0,7.0,944.812,34.492,0.0,0.0,39835428.0
2020-08-16,Afghanistan,37682.0,45.0,1379.0,5.0,945.942,34.617,0.0,0.0,39835428.0
2020-08-17,Afghanistan,37682.0,0.0,1379.0,0.0,945.942,34.617,0.0,0.0,39835428.0
2020-08-18,Afghanistan,37685.0,3.0,1379.0,0.0,946.017,34.617,0.0,0.0,39835428.0
2020-08-19,Afghanistan,37685.0,0.0,1379.0,0.0,946.017,34.617,0.0,0.0,39835428.0
2020-08-20,Afghanistan,37845.0,160.0,1387.0,8.0,950.034,34.818,0.0,0.0,39835428.0
2020-08-21,Afghanistan,37942.0,97.0,1389.0,2.0,952.469,34.868,0.0,0.0,39835428.0
2020-08-22,Afghanistan,37980.0,38.0,1389.0,0.0,953.423,34.868,0.0,0.0,39835428.0
2020-08-23,Afghanistan,38039.0,59.0,1389.0,0.0,954.904,34.868,0.0,0.0,39835428.0
2020-08-24,Afghanistan,38085.0,46.0,1391.0,2.0,956.059,34.919,0.0,0.0,39835428.0
2020-08-25,Afghanistan,38156.0,71.0,1401.0,10.0,957.841,35.17,0.0,0.0,39835428.0
2020-08-26,Afghanistan,38199.0,43.0,1405.0,4.0,958.92,35.27,0.0,0.0,39835428.0
2020-08-27,Afghanistan,38215.0,16.0,1405.0,0.0,959.322,35.27,0.0,0.0,39835428.0
2020-08-28,Afghanistan,38226.0,11.0,1406.0,1.0,959.598,35.295,0.0,0.0,39835428.0
2020-08-29,Afghanistan,38229.0,3.0,1406.0,0.0,959.673,35.295,0.0,0.0,39835428.0
2020-08-30,Afghanistan,38229.0,0.0,1406.0,0.0,959.673,35.295,0.0,0.0,39835428.0
2020-08-31,Afghanistan,38248.0,19.0,1406.0,0.0,960.15,35.295,0.0,0.0,39835428.0
2020-09-01,Afghanistan,38282.0,34.0,1410.0,4.0,961.004,35.396,0.0,0.0,39835428.0
2020-09-02,Afghanistan,38329.0,47.0,1413.0,3.0,962.184,35.471,0.0,0.0,39835428.0
2020-09-03,Afghanistan,38374.0,45.0,1413.0,0.0,963.313,35.471,0.0,0.0,39835428.0
2020-09-04,Afghanistan,38374.0,0.0,1413.0,0.0,963.313,35.471,0.0,0.0,39835428.0
2020-09-05,Afghanistan,38390.0,16.0,1413.0,0.0,963.715,35.471,0.0,0.0,39835428.0
2020-09-06,Afghanistan,38484.0,94.0,1416.0,3.0,966.075,35.546,0.0,0.0,39835428.0
2020-09-07,Afghanistan,38580.0,96.0,1419.0,3.0,968.485,35.622,0.0,0.0,39835428.0
2020-09-08,Afghanistan,38606.0,26.0,1422.0,3.0,969.137,35.697,0.0,0.0,39835428.0
2020-09-09,Afghanistan,38630.0,24.0,1424.0,2.0,969.74,35.747,0.0,0.0,39835428.0
2020-09-10,Afghanistan,38658.0,28.0,1424.0,0.0,970.443,35.747,0.0,0.0,39835428.0
2020-09-11,Afghanistan,38692.0,34.0,1424.0,0.0,971.296,35.747,0.0,0.0,39835428.0
2020-09-12,Afghanistan,38727.0,35.0,1424.0,0.0,972.175,35.747,0.0,0.0,39835428.0
2020-09-13,Afghanistan,38802.0,75.0,1424.0,0.0,974.058,35.747,0.0,0.0,39835428.0
2020-09-14,Afghanistan,38858.0,56.0,1429.0,5.0,975.463,35.873,0.0,0.0,39835428.0
2020-09-15,Afghanistan,38901.0,43.0,1430.0,1.0,976.543,35.898,0.0,0.0,39835428.0
2020-09-16,Afghanistan,38941.0,40.0,1440.0,10.0,977.547,36.149,0.0,0.0,39835428.0
2020-09-17,Afghanistan,38958.0,17.0,1440.0,0.0,977.974,36.149,0.0,0.0,39835428.0
2020-09-18,Afghanistan,38969.0,11.0,1441.0,1.0,978.25,36.174,0.0,0.0,39835428.0
2020-09-19,Afghanistan,39005.0,36.0,1441.0,0.0,979.154,36.174,0.0,0.0,39835428.0
2020-09-20,Afghanistan,39130.0,125.0,1445.0,4.0,982.291,36.274,0.0,0.0,39835428.0
2020-09-21,Afghanistan,39160.0,30.0,1448.0,3.0,983.045,36.35,0.0,0.0,39835428.0
2020-09-22,Afghanistan,39182.0,22.0,1449.0,1.0,983.597,36.375,0.0,0.0,39835428.0
2020-09-23,Afghanistan,39231.0,49.0,1450.0,1.0,984.827,36.4,0.0,0.0,39835428.0
2020-09-24,Afghanistan,39256.0,25.0,1455.0,5.0,985.454,36.525,0.0,0.0,39835428.0
2020-09-25,Afghanistan,39272.0,16.0,1455.0,0.0,985.856,36.525,0.0,0.0,39835428.0
2020-09-26,Afghanistan,39278.0,6.0,1457.0,2.0,986.007,36.575,0.0,0.0,39835428.0
2020-09-27,Afghanistan,39313.0,35.0,1457.0,0.0,986.885,36.575,0.0,0.0,39835428.0
2020-09-28,Afghanistan,39325.0,12.0,1460.0,3.0,987.187,36.651,0.0,0.0,39835428.0
2020-09-29,Afghanistan,39340.0,15.0,1462.0,2.0,987.563,36.701,0.0,0.0,39835428.0
2020-09-30,Afghanistan,39354.0,14.0,1462.0,0.0,987.915,36.701,0.0,0.0,39835428.0
2020-10-01,Afghanistan,39371.0,17.0,1462.0,0.0,988.341,36.701,0.0,0.0,39835428.0
2020-10-02,Afghanistan,39376.0,5.0,1462.0,0.0,988.467,36.701,0.0,0.0,39835428.0
2020-10-03,Afghanistan,39383.0,7.0,1466.0,4.0,988.643,36.801,0.0,0.0,39835428.0
2020-10-04,Afghanistan,39427.0,44.0,1466.0,0.0,989.747,36.801,0.0,0.0,39835428.0
2020-10-05,Afghanistan,39508.0,81.0,1470.0,4.0,991.78,36.902,0.0,0.0,39835428.0
2020-10-06,Afghanistan,39572.0,64.0,1471.0,1.0,993.387,36.927,0.0,0.0,39835428.0
2020-10-07,Afghanistan,39634.0,62.0,1473.0,2.0,994.943,36.977,0.0,0.0,39835428.0
2020-10-08,Afghanistan,39702.0,68.0,1474.0,1.0,996.651,37.002,0.0,0.0,39835428.0
2020-10-09,Afghanistan,39779.0,77.0,1476.0,2.0,998.583,37.052,0.0,0.0,39835428.0
2020-10-10,Afghanistan,39789.0,10.0,1477.0,1.0,998.835,37.078,0.0,0.0,39835428.0
2020-10-11,Afghanistan,39885.0,96.0,1481.0,4.0,1001.244,37.178,0.0,0.0,39835428.0
2020-10-12,Afghanistan,39956.0,71.0,1483.0,2.0,1003.027,37.228,0.0,0.0,39835428.0
2020-10-13,Afghanistan,40014.0,58.0,1484.0,1.0,1004.483,37.253,0.0,0.0,39835428.0
2020-10-14,Afghanistan,40080.0,66.0,1485.0,1.0,1006.14,37.278,0.0,0.0,39835428.0
2020-10-15,Afghanistan,40112.0,32.0,1485.0,0.0,1006.943,37.278,0.0,0.0,39835428.0
2020-10-16,Afghanistan,40159.0,47.0,1489.0,4.0,1008.123,37.379,0.0,0.0,39835428.0
2020-10-17,Afghanistan,40227.0,68.0,1492.0,3.0,1009.83,37.454,0.0,0.0,39835428.0
2020-10-18,Afghanistan,40286.0,59.0,1496.0,4.0,1011.311,37.555,0.0,0.0,39835428.0
2020-10-19,Afghanistan,40373.0,87.0,1501.0,5.0,1013.495,37.68,0.0,0.0,39835428.0
2020-10-20,Afghanistan,40461.0,88.0,1503.0,2.0,1015.704,37.73,0.0,0.0,39835428.0
2020-10-21,Afghanistan,40461.0,0.0,1503.0,0.0,1015.704,37.73,0.0,0.0,39835428.0
2020-10-22,Afghanistan,40510.0,49.0,1503.0,0.0,1016.934,37.73,0.0,0.0,39835428.0
2020-10-23,Afghanistan,40626.0,116.0,1505.0,2.0,1019.846,37.78,0.0,0.0,39835428.0
2020-10-24,Afghanistan,40687.0,61.0,1507.0,2.0,1021.377,37.831,0.0,0.0,39835428.0
2020-10-25,Afghanistan,40768.0,81.0,1511.0,4.0,1023.411,37.931,0.0,0.0,39835428.0
2020-10-26,Afghanistan,40833.0,65.0,1514.0,3.0,1025.042,38.006,0.0,0.0,39835428.0
2020-10-27,Afghanistan,40937.0,104.0,1518.0,4.0,1027.653,38.107,0.0,0.0,39835428.0
2020-10-28,Afghanistan,41032.0,95.0,1523.0,5.0,1030.038,38.232,0.0,0.0,39835428.0
2020-10-29,Afghanistan,41145.0,113.0,1529.0,6.0,1032.875,38.383,0.0,0.0,39835428.0
2020-10-30,Afghanistan,41268.0,123.0,1532.0,3.0,1035.962,38.458,0.0,0.0,39835428.0
2020-10-31,Afghanistan,41334.0,66.0,1533.0,1.0,1037.619,38.483,0.0,0.0,39835428.0
2020-11-01,Afghanistan,41425.0,91.0,1536.0,3.0,1039.903,38.559,0.0,0.0,39835428.0
2020-11-02,Afghanistan,41501.0,76.0,1536.0,0.0,1041.811,38.559,0.0,0.0,39835428.0
2020-11-03,Afghanistan,41633.0,132.0,1541.0,5.0,1045.125,38.684,0.0,0.0,39835428.0
2020-11-04,Afghanistan,41728.0,95.0,1544.0,3.0,1047.51,38.759,0.0,0.0,39835428.0
2020-11-05,Afghanistan,41814.0,86.0,1548.0,4.0,1049.669,38.86,0.0,0.0,39835428.0
2020-11-06,Afghanistan,41935.0,121.0,1554.0,6.0,1052.706,39.011,0.0,0.0,39835428.0
2020-11-07,Afghanistan,41975.0,40.0,1554.0,0.0,1053.71,39.011,0.0,0.0,39835428.0
2020-11-08,Afghanistan,42033.0,58.0,1556.0,2.0,1055.166,39.061,0.0,0.0,39835428.0
2020-11-09,Afghanistan,42159.0,126.0,1562.0,6.0,1058.329,39.211,0.0,0.0,39835428.0
2020-11-10,Afghanistan,42297.0,138.0,1574.0,12.0,1061.794,39.513,0.0,0.0,39835428.0
